frame_indexes,detected_coordinates,frog_id_kmm,frog_id_gmm,frog_id_dbscan
417,"(459.0, 360.0)",1,3,1
418,"(459.0, 360.0)",1,3,1
419,"(456.0, 361.0)",1,3,1
420,"(460.0, 360.0)",1,3,1
421,"(130.0, 422.0)",0,4,0
422,"(336.0, 464.0)",1,0,-1
423,"(336.0, 464.0)",1,0,-1
424,"(335.0, 483.0)",1,0,-1
425,"(130.0, 441.0)",0,4,0
426,"(109.0, 422.0)",0,4,0
427,"(69.0, 423.0)",0,4,0
428,"(68.0, 442.0)",0,4,0
429,"(68.0, 443.0)",0,4,0
430,"(73.0, 443.0)",0,4,0
431,"(90.0, 462.0)",0,4,0
432,"(459.0, 360.0)",1,3,1
433,"(459.0, 360.0)",1,3,1
434,"(459.0, 360.0)",1,3,1
435,"(459.0, 360.0)",1,3,1
436,"(459.0, 360.0)",1,3,1
437,"(461.0, 360.0)",1,3,1
438,"(481.0, 360.0)",1,3,1
439,"(500.0, 360.0)",1,3,1
440,"(501.0, 360.0)",1,3,1
441,"(334.0, 483.0)",1,0,-1
442,"(356.0, 483.0)",1,0,-1
443,"(89.0, 442.0)",0,4,0
444,"(85.0, 442.0)",0,4,0
445,"(68.0, 443.0)",0,4,0
446,"(87.0, 442.0)",0,4,0
447,"(68.0, 442.0)",0,4,0
448,"(398.0, 361.0)",1,3,1
449,"(418.0, 360.0)",1,3,1
450,"(439.0, 377.0)",1,3,1
451,"(479.0, 361.0)",1,3,1
452,"(480.0, 360.0)",1,3,1
453,"(481.0, 360.0)",1,3,1
454,"(480.0, 360.0)",1,3,1
455,"(461.0, 360.0)",1,3,1
456,"(440.0, 379.0)",1,3,1
457,"(439.0, 380.0)",1,3,1
458,"(438.0, 381.0)",1,3,1
459,"(441.0, 380.0)",1,3,1
460,"(458.0, 380.0)",1,3,1
460,"(89.0, 422.0)",0,4,0
461,"(68.0, 441.0)",0,4,0
462,"(68.0, 442.0)",0,4,0
463,"(68.0, 443.0)",0,4,0
464,"(84.0, 442.0)",0,4,0
465,"(89.0, 441.0)",0,4,0
466,"(127.0, 423.0)",0,4,0
467,"(481.0, 360.0)",1,3,1
468,"(482.0, 360.0)",1,3,1
469,"(502.0, 360.0)",1,3,1
470,"(481.0, 361.0)",1,3,1
471,"(728.0, 504.0)",2,2,4
472,"(728.0, 505.0)",2,2,4
473,"(997.0, 380.0)",4,1,2
474,"(996.0, 380.0)",4,1,2
475,"(418.0, 360.0)",1,3,1
476,"(419.0, 361.0)",1,3,1
477,"(171.0, 401.0)",0,0,0
478,"(193.0, 380.0)",0,0,0
479,"(192.0, 380.0)",0,0,0
480,"(460.0, 373.0)",1,3,1
481,"(460.0, 361.0)",1,3,1
482,"(461.0, 361.0)",1,3,1
483,"(479.0, 360.0)",1,3,1
484,"(480.0, 360.0)",1,3,1
485,"(500.0, 360.0)",1,3,1
486,"(88.0, 442.0)",0,4,0
487,"(89.0, 422.0)",0,4,0
488,"(108.0, 422.0)",0,4,0
489,"(110.0, 422.0)",0,4,0
490,"(130.0, 422.0)",0,4,0
491,"(996.0, 380.0)",4,1,2
492,"(1016.0, 380.0)",4,1,2
493,"(1015.0, 380.0)",4,1,2
494,"(439.0, 361.0)",1,3,1
495,"(439.0, 360.0)",1,3,1
496,"(440.0, 360.0)",1,3,1
497,"(457.0, 360.0)",1,3,1
498,"(459.0, 359.0)",1,3,1
499,"(459.0, 359.0)",1,3,1
500,"(479.0, 360.0)",1,3,1
501,"(502.0, 360.0)",1,3,1
502,"(521.0, 360.0)",1,3,1
503,"(500.0, 359.0)",1,3,1
504,"(728.0, 505.0)",2,2,4
505,"(461.0, 360.0)",1,3,1
506,"(460.0, 361.0)",1,3,1
507,"(89.0, 421.0)",0,4,0
508,"(111.0, 421.0)",0,4,0
509,"(110.0, 422.0)",0,4,0
510,"(89.0, 441.0)",0,4,0
511,"(88.0, 442.0)",0,4,0
512,"(85.0, 443.0)",0,4,0
513,"(88.0, 442.0)",0,4,0
514,"(458.0, 360.0)",1,3,1
515,"(459.0, 360.0)",1,3,1
516,"(460.0, 360.0)",1,3,1
517,"(479.0, 359.0)",1,3,1
518,"(479.0, 360.0)",1,3,1
519,"(746.0, 505.0)",2,2,4
520,"(747.0, 505.0)",2,2,4
521,"(747.0, 504.0)",2,2,4
522,"(1035.0, 381.0)",4,1,2
523,"(460.0, 360.0)",1,3,1
524,"(479.0, 360.0)",1,3,1
525,"(459.0, 360.0)",1,3,1
526,"(150.0, 400.0)",0,0,0
527,"(171.0, 400.0)",0,0,0
528,"(171.0, 400.0)",0,0,0
529,"(111.0, 421.0)",0,4,0
530,"(109.0, 423.0)",0,4,0
531,"(1036.0, 380.0)",4,1,2
531,"(481.0, 360.0)",1,3,1
532,"(459.0, 360.0)",1,3,1
533,"(459.0, 360.0)",1,3,1
534,"(438.0, 360.0)",1,3,1
535,"(438.0, 360.0)",1,3,1
536,"(439.0, 359.0)",1,3,1
537,"(439.0, 359.0)",1,3,1
538,"(460.0, 358.0)",1,3,1
539,"(152.0, 385.0)",0,0,0
540,"(133.0, 381.0)",0,0,0
541,"(131.0, 381.0)",0,0,0
542,"(129.0, 381.0)",0,0,0
543,"(130.0, 381.0)",0,0,0
544,"(418.0, 360.0)",1,3,1
544,"(130.0, 402.0)",0,4,0
545,"(129.0, 414.0)",0,4,0
546,"(170.0, 402.0)",0,0,0
547,"(191.0, 381.0)",0,0,0
548,"(480.0, 355.0)",1,3,1
549,"(1098.0, 381.0)",4,1,2
550,"(1118.0, 381.0)",4,1,2
551,"(1099.0, 381.0)",4,1,2
552,"(376.0, 361.0)",1,3,1
553,"(443.0, 360.0)",1,3,1
554,"(460.0, 358.0)",1,3,1
555,"(460.0, 360.0)",1,3,1
556,"(460.0, 359.0)",1,3,1
557,"(460.0, 359.0)",1,3,1
558,"(460.0, 359.0)",1,3,1
559,"(479.0, 340.0)",1,3,1
559,"(1036.0, 381.0)",4,1,2
560,"(172.0, 380.0)",0,0,0
561,"(191.0, 380.0)",0,0,0
562,"(191.0, 380.0)",0,0,0
563,"(123.0, 421.0)",0,4,0
564,"(88.0, 441.0)",0,4,0
565,"(88.0, 436.0)",0,4,0
566,"(1097.0, 381.0)",4,1,2
567,"(1099.0, 399.0)",4,1,2
568,"(419.0, 360.0)",1,3,1
569,"(419.0, 360.0)",1,3,1
570,"(189.0, 381.0)",0,0,0
571,"(440.0, 349.0)",1,3,1
572,"(439.0, 341.0)",1,3,1
573,"(459.0, 340.0)",1,3,1
574,"(459.0, 340.0)",1,3,1
575,"(459.0, 341.0)",1,3,1
576,"(459.0, 357.0)",1,3,1
577,"(1118.0, 380.0)",4,1,2
578,"(205.0, 381.0)",0,0,0
579,"(165.0, 381.0)",0,0,0
580,"(1079.0, 381.0)",4,1,2
581,"(1079.0, 380.0)",4,1,2
582,"(91.0, 402.0)",0,4,0
583,"(88.0, 421.0)",0,4,0
584,"(69.0, 424.0)",0,4,0
